Reporting unit,Reporting unit type,State,Peer group,Interval,Time period,Patient cohort,Number of patients,,Percentage of patients seen on time,,Peer group average
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 3. Urgent,"12,563",,62%,,65%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 3. Urgent,"12,373",,63%,,65%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 3. Urgent,"12,930",,74%,,63%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 3. Urgent,"13,078",,73%,,63%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 4. Semi-Urgent,"10,603",,54%,,69%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 4. Semi-Urgent,"10,369",,62%,,71%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 4. Semi-Urgent,"10,360",,69%,,74%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 4. Semi-Urgent,"9,677",,69%,,73%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 4. Semi-Urgent,"10,034",,71%,,72%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 4. Semi-Urgent,"9,613",,70%,,73%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 4. Semi-Urgent,"10,609",,81%,,72%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 4. Semi-Urgent,"12,039",,78%,,71%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2011–12,Triage 5. Non-Urgent,"2,726",,78%,*,91%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2012–13,Triage 5. Non-Urgent,"2,180",,87%,*,92%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2013–14,Triage 5. Non-Urgent,"2,557",,92%,*,92%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2014–15,Triage 5. Non-Urgent,"3,273",,92%,*,91%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2015–16,Triage 5. Non-Urgent,"3,461",,92%,*,91%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2016–17,Triage 5. Non-Urgent,"3,438",,92%,*,90%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2017–18,Triage 5. Non-Urgent,"3,350",,95%,,90%
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,FY,2018–19,Triage 5. Non-Urgent,"3,036",,93%,,89%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,21,,100%,,100%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,26,,100%,,100%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2015–16,Triage 1. Resuscitation,32,,100%,,100%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2016–17,Triage 1. Resuscitation,31,,100%,,100%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2017–18,Triage 1. Resuscitation,33,,100%,,100%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2018–19,Triage 1. Resuscitation,52,,100%,,100%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,715,,54%,,85%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,707,,76%,,86%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2015–16,Triage 2. Emergency,859,,88%,,86%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2016–17,Triage 2. Emergency,854,,86%,,86%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2017–18,Triage 2. Emergency,872,,79%,,85%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2018–19,Triage 2. Emergency,860,,81%,,83%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"2,376",,62%,*,82%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"2,251",,75%,*,84%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2015–16,Triage 3. Urgent,"2,439",,82%,,84%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2016–17,Triage 3. Urgent,"2,609",,81%,,85%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2017–18,Triage 3. Urgent,"2,692",,75%,,83%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2018–19,Triage 3. Urgent,"2,817",,73%,,81%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2013–14,Triage 4. Semi-Urgent,"5,145",,NP†,,83%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2014–15,Triage 4. Semi-Urgent,"5,421",,NP†,,85%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2015–16,Triage 4. Semi-Urgent,"5,513",,80%,*,85%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2016–17,Triage 4. Semi-Urgent,"5,422",,83%,,85%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2017–18,Triage 4. Semi-Urgent,"5,500",,80%,,84%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2018–19,Triage 4. Semi-Urgent,"5,910",,80%,,83%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2013–14,Triage 5. Non-Urgent,"3,021",,NP†,,95%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2014–15,Triage 5. Non-Urgent,"2,670",,NP†,,95%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2015–16,Triage 5. Non-Urgent,"2,566",,NP†,,95%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2016–17,Triage 5. Non-Urgent,"1,720",,93%,*,95%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2017–18,Triage 5. Non-Urgent,"1,513",,91%,*,95%
Mudgee Health Service,Hospital,NSW,Small hospitals,FY,2018–19,Triage 5. Non-Urgent,"1,731",,NP†,,95%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 1. Resuscitation,6,,NP†,,100%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 1. Resuscitation,23,,NP†,,100%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,21,,NP†,,100%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,12,,100%,,100%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 2. Emergency,375,,NP†,,81%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 2. Emergency,593,,NP†,,88%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,509,,NP†,,85%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,508,,88%,*,86%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 3. Urgent,"1,132",,NP†,,80%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 3. Urgent,"1,654",,NP†,,84%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"1,531",,NP†,,82%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"1,467",,87%,*,84%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 4. Semi-Urgent,"2,401",,NP†,,81%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 4. Semi-Urgent,"2,583",,NP†,,83%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 4. Semi-Urgent,"2,999",,NP†,,83%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 4. Semi-Urgent,"2,827",,NP†,,85%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 5. Non-Urgent,"2,909",,NP†,,94%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 5. Non-Urgent,"2,345",,NP†,,95%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 5. Non-Urgent,"2,514",,NP†,,95%
Mullumbimby Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 5. Non-Urgent,"2,583",,NP†,,95%
Murrumbidgee,Local hospital network,NSW,Unpeered,FY,2018–19,Triage 1. Resuscitation,501,,100%,,Not peered
Murrumbidgee,Local hospital network,NSW,Unpeered,FY,2018–19,Triage 2. Emergency,"12,508",,88%,,Not peered
Murrumbidgee,Local hospital network,NSW,Unpeered,FY,2018–19,Triage 3. Urgent,"46,811",,86%,,Not peered
Murrumbidgee,Local hospital network,NSW,Unpeered,FY,2018–19,Triage 4. Semi-Urgent,"50,369",,91%,,Not peered
Murrumbidgee,Local hospital network,NSW,Unpeered,FY,2018–19,Triage 5. Non-Urgent,"18,592",,98%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2013–14,Triage 1. Resuscitation,10,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2014–15,Triage 1. Resuscitation,5,,NP,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2015–16,Triage 1. Resuscitation,5,,NP,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2016–17,Triage 1. Resuscitation,6,,NP,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2017–18,Triage 1. Resuscitation,5,,NP,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2018–19,Triage 1. Resuscitation,<5,,NP,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2013–14,Triage 2. Emergency,47,,74%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2014–15,Triage 2. Emergency,42,,81%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2015–16,Triage 2. Emergency,70,,83%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2016–17,Triage 2. Emergency,48,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2017–18,Triage 2. Emergency,41,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2018–19,Triage 2. Emergency,85,,99%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2013–14,Triage 3. Urgent,181,,85%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2014–15,Triage 3. Urgent,237,,89%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2015–16,Triage 3. Urgent,294,,94%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2016–17,Triage 3. Urgent,234,,99%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2017–18,Triage 3. Urgent,350,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2018–19,Triage 3. Urgent,390,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2013–14,Triage 4. Semi-Urgent,540,,94%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2014–15,Triage 4. Semi-Urgent,684,,96%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2015–16,Triage 4. Semi-Urgent,416,,98%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2016–17,Triage 4. Semi-Urgent,459,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2017–18,Triage 4. Semi-Urgent,383,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2018–19,Triage 4. Semi-Urgent,390,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2013–14,Triage 5. Non-Urgent,523,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2014–15,Triage 5. Non-Urgent,515,,99%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2015–16,Triage 5. Non-Urgent,423,,99%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2016–17,Triage 5. Non-Urgent,433,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2017–18,Triage 5. Non-Urgent,385,,100%,,Not peered
Murrumburrah-Harden Hospital,Hospital,NSW,Unpeered,FY,2018–19,Triage 5. Non-Urgent,348,,100%,,Not peered
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 1. Resuscitation,22,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 1. Resuscitation,32,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,27,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,34,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 1. Resuscitation,26,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 1. Resuscitation,30,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 1. Resuscitation,37,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 1. Resuscitation,29,,100%,,100%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 2. Emergency,494,,94%,,81%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 2. Emergency,795,,98%,,88%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,824,,93%,,85%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,"1,021",,93%,,86%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 2. Emergency,"1,120",,90%,,86%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 2. Emergency,"1,169",,90%,,86%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 2. Emergency,"1,247",,89%,,85%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 2. Emergency,"1,350",,87%,,83%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 3. Urgent,"4,025",,85%,,80%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 3. Urgent,"4,290",,89%,,84%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"4,205",,90%,,82%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"4,667",,91%,,84%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 3. Urgent,"4,947",,87%,,84%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 3. Urgent,"5,004",,91%,,85%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 3. Urgent,"5,167",,89%,,83%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 3. Urgent,"5,388",,87%,,81%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 4. Semi-Urgent,"7,523",,87%,,81%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 4. Semi-Urgent,"7,376",,90%,,83%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 4. Semi-Urgent,"7,065",,90%,,83%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 4. Semi-Urgent,"7,939",,91%,,85%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 4. Semi-Urgent,"7,941",,87%,,85%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 4. Semi-Urgent,"8,343",,91%,,85%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 4. Semi-Urgent,"8,516",,91%,,84%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 4. Semi-Urgent,"8,217",,88%,,83%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 5. Non-Urgent,"1,567",,96%,,94%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 5. Non-Urgent,"2,096",,96%,,95%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 5. Non-Urgent,"3,014",,97%,,95%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 5. Non-Urgent,"1,202",,98%,,95%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 5. Non-Urgent,"1,211",,96%,,95%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 5. Non-Urgent,"1,384",,98%,,95%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 5. Non-Urgent,"1,279",,98%,,95%
Murwillumbah Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 5. Non-Urgent,"1,317",,98%,,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 1. Resuscitation,11,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 1. Resuscitation,11,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,14,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,15,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 1. Resuscitation,10,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 1. Resuscitation,7,,NP,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 1. Resuscitation,14,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 1. Resuscitation,19,,100%,,100%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 2. Emergency,407,,82%,,81%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 2. Emergency,506,,82%,,88%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,485,,83%,,85%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,508,,89%,,86%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 2. Emergency,553,,89%,,86%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 2. Emergency,532,,90%,,86%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 2. Emergency,752,,89%,,85%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 2. Emergency,751,,84%,,83%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 3. Urgent,"1,895",,73%,,80%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 3. Urgent,"1,788",,78%,,84%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"1,768",,77%,,82%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"2,011",,81%,,84%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 3. Urgent,"2,176",,82%,,84%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 3. Urgent,"2,184",,82%,,85%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 3. Urgent,"2,492",,80%,,83%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 3. Urgent,"2,767",,78%,,81%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 4. Semi-Urgent,"4,109",,78%,*,81%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 4. Semi-Urgent,"3,563",,82%,,83%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 4. Semi-Urgent,"3,607",,84%,,83%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 4. Semi-Urgent,"4,123",,83%,,85%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 4. Semi-Urgent,"4,705",,84%,,85%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 4. Semi-Urgent,"4,406",,86%,,85%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 4. Semi-Urgent,"4,047",,86%,,84%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 4. Semi-Urgent,"4,156",,83%,,83%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 5. Non-Urgent,"1,420",,NP†,,94%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 5. Non-Urgent,"1,280",,NP†,,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 5. Non-Urgent,"1,105",,97%,*,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 5. Non-Urgent,"1,144",,96%,,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 5. Non-Urgent,"1,446",,97%,,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 5. Non-Urgent,"1,505",,97%,,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 5. Non-Urgent,"1,618",,97%,,95%
Muswellbrook Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 5. Non-Urgent,"1,355",,97%,*,95%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 1. Resuscitation,12,,100%,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 1. Resuscitation,7,,NP,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 1. Resuscitation,9,,NP,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 1. Resuscitation,15,,100%,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 1. Resuscitation,12,,100%,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 1. Resuscitation,18,,100%,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 1. Resuscitation,<5,,NP,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 1. Resuscitation,8,,NP,,100%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 2. Emergency,262,,94%,,81%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 2. Emergency,277,,99%,,88%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 2. Emergency,274,,100%,,85%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 2. Emergency,298,,98%,,86%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 2. Emergency,433,,100%,,86%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2016–17,Triage 2. Emergency,393,,100%,,86%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2017–18,Triage 2. Emergency,477,,100%,,85%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2018–19,Triage 2. Emergency,490,,100%,,83%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2011–12,Triage 3. Urgent,"1,798",,92%,,80%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2012–13,Triage 3. Urgent,"1,493",,95%,,84%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2013–14,Triage 3. Urgent,"1,530",,91%,,82%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2014–15,Triage 3. Urgent,"1,815",,90%,,84%
Narrabri Hospital,Hospital,NSW,Small hospitals,FY,2015–16,Triage 3. Urgent,"1,605",,85%,,84%
